FIPS,County,State,Population,Year,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner,housing_Median Home Value,housing_% of National Median,housing_Price Category,age_Median Age,temp_Avg Temperature (°F),temp_Data Points,rent_Metro Area,rent_Median Rent,rent_Efficiency,rent_1BR,rent_2BR,rent_3BR,rent_4BR,rent_Entity ID
37081,Guilford County,North Carolina,542987,2023,284114,171118,109077,60.23,38.39,Democrat,234900,136.3,Moderate,37.4,59.90,12,"Greensboro-High Point, NC HUD Metro FMR Area",1039,893,920,1039,1339,1502,3708199999
37083,Halifax County,North Carolina,48219,2023,23938,14014,9778,58.54,40.85,Democrat,102500,59.5,Affordable,43.8,61.12,12,"Halifax County, NC",843,564,640,843,1026,1299,3708399999
37085,Harnett County,North Carolina,136503,2023,63597,23472,39440,36.91,62.02,Republican,220700,128.1,Moderate,35.4,62.66,12,"Harnett County, NC HUD Metro FMR Area",943,712,716,943,1340,1606,3708599999
37087,Haywood County,North Carolina,62432,2023,37724,13913,23393,36.88,62.01,Republican,254900,147.9,Moderate,47.8,52.10,12,"Haywood County, NC HUD Metro FMR Area",1009,686,893,1009,1228,1453,3708799999
37089,Henderson County,North Carolina,117387,2023,69651,29361,39497,42.15,56.71,Republican,317800,184.4,Expensive,47.2,56.50,12,"Asheville, NC HUD Metro FMR Area",1466,1270,1298,1466,1949,2497,3708999999
37091,Hertford County,North Carolina,20492,2023,9819,6191,3561,63.05,36.27,Democrat,111100,64.5,Affordable,42.3,61.89,12,"Hertford County, NC",878,640,667,878,1069,1261,3709199999
37093,Hoke County,North Carolina,53102,2023,22724,11896,10547,52.35,46.41,Democrat,196000,113.8,Moderate,33.7,63.48,12,"Hoke County, NC HUD Metro FMR Area",871,657,662,871,1238,1484,3709399999
37095,Hyde County,North Carolina,4625,2023,2417,931,1465,38.52,60.61,Republican,119600,69.4,Affordable,48.5,63.59,12,"Hyde County, NC",786,629,633,786,1011,1232,3709599999
37097,Iredell County,North Carolina,191800,2023,110560,36739,72801,33.23,65.85,Republican,292300,169.6,Expensive,40.9,59.74,12,"Iredell County, NC HUD Metro FMR Area",1034,896,915,1034,1395,1761,3709799999
37099,Jackson County,North Carolina,43089,2023,21864,9746,11796,44.58,53.95,Republican,253900,147.4,Moderate,38.9,53.47,12,"Jackson County, NC",778,674,689,778,1041,1045,3709999999
37101,Johnston County,North Carolina,226623,2023,124360,48116,74878,38.69,60.21,Republican,267600,155.3,Expensive,38.3,62.50,12,"Raleigh, NC MSA",1412,1213,1250,1412,1733,2293,3710199999
37103,Jones County,North Carolina,9245,2023,5458,2007,3409,36.77,62.46,Republican,122600,71.2,Affordable,48.1,62.89,12,"Jones County, NC HUD Metro FMR Area",771,582,586,771,1070,1074,3710399999
37105,Lee County,North Carolina,64565,2023,30007,12245,17489,40.81,58.28,Republican,213800,124.1,Moderate,39.9,62.09,12,"Lee County, NC",894,736,792,894,1103,1346,3710599999
37107,Lenoir County,North Carolina,54917,2023,27465,12700,14564,46.24,53.03,Republican,111400,64.7,Affordable,42.2,62.18,12,"Lenoir County, NC",771,582,586,771,1063,1226,3710799999
37109,Lincoln County,North Carolina,90359,2023,55433,14842,40183,26.77,72.49,Republican,279500,162.2,Expensive,44.3,60.60,12,"Lincoln County, NC HUD Metro FMR Area",924,794,798,924,1200,1241,3710999999
37111,McDowell County,North Carolina,44679,2023,23600,5911,17520,25.05,74.24,Republican,168300,97.7,Moderate,44.3,57.65,12,"McDowell County, NC",771,541,673,771,938,1174,3711199999
37113,Macon County,North Carolina,37533,2023,21846,6675,14981,30.55,68.58,Republican,229000,132.9,Moderate,50.1,54.98,12,"Macon County, NC",881,725,780,881,1072,1407,3711399999
37115,Madison County,North Carolina,21640,2023,13561,5090,8275,37.53,61.02,Republican,263500,152.9,Expensive,44.5,55.96,12,"Asheville, NC HUD Metro FMR Area",1466,1270,1298,1466,1949,2497,3711599999
37117,Martin County,North Carolina,21773,2023,12028,5360,6601,44.56,54.88,Republican,109900,63.8,Affordable,46.7,62.34,12,"Martin County, NC",771,607,611,771,1020,1221,3711799999
37119,Mecklenburg County,North Carolina,1130906,2023,573679,376454,187770,65.62,32.73,Democrat,371200,215.4,Very Expensive,35.4,61.70,12,North Carolina Non-Metro,840,649,704,840,1084,1258,3799999999
37121,Mitchell County,North Carolina,14973,2023,8821,1915,6843,21.71,77.58,Republican,202100,117.3,Moderate,48,52.37,12,"Mitchell County, NC",771,582,586,771,938,1209,3712199999
37123,Montgomery County,North Carolina,25874,2023,13188,4055,9044,30.75,68.58,Republican,150300,87.2,Moderate,43.6,62.53,12,"Montgomery County, NC",771,607,611,771,960,1173,3712399999
37125,Moore County,North Carolina,102840,2023,61590,21436,39617,34.8,64.32,Republican,315300,183.0,Expensive,42.8,62.69,12,North Carolina Non-Metro,840,649,704,840,1084,1258,3799999999
37127,Nash County,North Carolina,95451,2023,52364,25508,26431,48.71,50.48,Republican,171100,99.3,Moderate,41.6,61.43,12,North Carolina Non-Metro,840,649,704,840,1084,1258,3799999999
37129,New Hanover County,North Carolina,231214,2023,138243,68814,67949,49.78,49.15,Democrat,353700,205.3,Very Expensive,40.1,65.25,12,"Wilmington, NC HUD Metro FMR Area",1259,853,1108,1259,1669,2145,3712999999
37131,Northampton County,North Carolina,17212,2023,9197,5239,3905,56.96,42.46,Democrat,102200,59.3,Affordable,51.6,61.22,12,"Northampton County, NC",861,650,654,861,1048,1157,3713199999
37133,Onslow County,North Carolina,208537,2023,81476,25684,54960,31.52,67.46,Republican,219500,127.4,Moderate,27.1,63.69,12,"Jacksonville, NC MSA",951,667,798,951,1352,1620,3713399999
37135,Orange County,North Carolina,147292,2023,87426,65444,20806,74.86,23.8,Democrat,428500,248.7,Very Expensive,36.2,60.27,12,"Durham-Chapel Hill, NC HUD Metro FMR Area",1315,1128,1134,1315,1669,2031,3713599999
37137,Pamlico County,North Carolina,12315,2023,7961,2676,5229,33.61,65.68,Republican,209800,121.8,Moderate,54.1,63.57,12,"Pamlico County, NC HUD Metro FMR Area",1004,762,767,1004,1222,1559,3713799999
37139,Pasquotank County,North Carolina,40830,2023,20277,9549,10537,47.09,51.97,Republican,223300,129.6,Moderate,39,62.31,12,"Pasquotank County, NC",936,626,711,936,1311,1528,3713999999
37141,Pender County,North Carolina,63475,2023,38837,12460,26042,32.08,67.05,Republican,267100,155.0,Expensive,41.8,64.16,12,"Pender County, NC HUD Metro FMR Area",988,683,875,988,1375,1567,3714199999
37143,Perquimans County,North Carolina,13146,2023,7640,2269,5278,29.7,69.08,Republican,211600,122.8,Moderate,50.5,62.35,12,"Perquimans County, NC",905,683,688,905,1286,1542,3714399999
37145,Person County,North Carolina,39275,2023,21993,8295,13509,37.72,61.42,Republican,192800,111.9,Moderate,43.9,59.63,12,"Person County, NC HUD Metro FMR Area",843,636,640,843,1157,1162,3714599999
37147,Pitt County,North Carolina,172279,2023,86924,45595,40403,52.45,46.48,Democrat,194300,112.8,Moderate,33.6,62.51,12,"Greenville, NC MSA",1015,813,818,1015,1379,1729,3714799999
37149,Polk County,North Carolina,19689,2023,13032,4827,8107,37.04,62.21,Republican,281100,163.1,Expensive,54.4,60.18,12,"Polk County, NC",924,757,762,924,1125,1345,3714999999
37151,Randolph County,North Carolina,145322,2023,75841,15951,59357,21.03,78.27,Republican,171600,99.6,Moderate,41.4,60.69,12,"Greensboro-High Point, NC HUD Metro FMR Area",1039,893,920,1039,1339,1502,3715199999
37153,Richmond County,North Carolina,42818,2023,19848,7787,11931,39.23,60.11,Republican,120800,70.1,Affordable,40.3,63.47,12,"Richmond County, NC",771,642,683,771,1096,1313,3715399999
37155,Robeson County,North Carolina,116858,2023,46677,16728,29647,35.84,63.52,Republican,88600,51.4,Affordable,36.5,64.24,12,"Robeson County, NC",771,582,586,771,975,1105,3715599999
37157,Rockingham County,North Carolina,91585,2023,49492,15676,33447,31.67,67.58,Republican,156000,90.5,Moderate,44.7,59.64,12,"Rockingham County, NC HUD Metro FMR Area",815,545,631,815,1052,1247,3715799999
37159,Rowan County,North Carolina,148487,2023,75236,23788,50807,31.62,67.53,Republican,216100,125.4,Moderate,40.5,60.44,12,"Rowan County, NC HUD Metro FMR Area",980,800,805,980,1270,1388,3715999999
37161,Rutherford County,North Carolina,64850,2023,34600,8914,25456,25.76,73.57,Republican,180800,104.9,Moderate,45.3,59.98,12,"Rutherford County, NC",771,643,646,771,975,1188,3716199999
37163,Sampson County,North Carolina,59245,2023,28138,9797,18178,34.82,64.6,Republican,128400,74.5,Affordable,39.7,63.01,12,"Sampson County, NC",771,606,610,771,983,1172,3716399999
37165,Scotland County,North Carolina,34353,2023,14613,6754,7767,46.22,53.15,Republican,109900,63.8,Affordable,38.3,64.02,12,"Scotland County, NC",771,582,586,771,978,1036,3716599999
37167,Stanly County,North Carolina,63557,2023,36651,8881,27518,24.23,75.08,Republican,214300,124.4,Moderate,40.6,62.26,12,"Stanly County, NC",815,560,674,815,1097,1388,3716799999
37169,Stokes County,North Carolina,44889,2023,27127,5380,21548,19.83,79.43,Republican,186800,108.4,Moderate,47.6,58.85,12,"Winston-Salem, NC HUD Metro FMR Area",969,774,805,969,1280,1486,3716999999
37171,Surry County,North Carolina,71407,2023,37424,8613,28565,23.01,76.33,Republican,166400,96.6,Moderate,43.7,58.14,12,"Surry County, NC",771,614,618,771,981,1226,3717199999
37173,Swain County,North Carolina,14065,2023,7036,2643,4311,37.56,61.27,Republican,209800,121.8,Moderate,42.6,53.06,12,"Swain County, NC",771,617,621,771,1082,1209,3717399999
37175,Transylvania County,North Carolina,33243,2023,20706,8972,11492,43.33,55.5,Republican,336100,195.1,Expensive,51.9,55.14,12,"Transylvania County, NC",995,751,756,995,1211,1530,3717599999
37177,Tyrrell County,North Carolina,3376,2023,1752,680,1057,38.81,60.33,Republican,138400,80.3,Moderate,46,63.07,12,"Tyrrell County, NC",844,695,747,844,1157,1323,3717799999
37179,Union County,North Carolina,244975,2023,138875,51168,86271,36.84,62.12,Republican,374400,217.3,Very Expensive,39.1,62.30,12,North Carolina Non-Metro,840,649,704,840,1084,1258,3799999999
37181,Vance County,North Carolina,42361,2023,20059,11292,8614,56.29,42.94,Democrat,146300,84.9,Moderate,39.9,60.33,12,"Vance County, NC",804,644,648,804,1040,1235,3718199999
37183,Wake County,North Carolina,1151009,2023,650796,402984,236735,61.92,36.38,Democrat,422800,245.4,Very Expensive,37.2,61.88,12,"Raleigh, NC MSA",1412,1213,1250,1412,1733,2293,3718399999
37185,Warren County,North Carolina,18751,2023,9985,5872,3976,58.81,39.82,Democrat,124700,72.4,Affordable,48.6,60.54,12,"Warren County, NC",771,584,588,771,987,1313,3718599999
37187,Washington County,North Carolina,10905,2023,5939,3138,2768,52.84,46.61,Democrat,107000,62.1,Affordable,49.3,62.68,12,"Washington County, NC",771,617,621,771,1000,1313,3718799999
37189,Watauga County,North Carolina,54607,2023,32934,17225,15254,52.3,46.32,Democrat,321500,186.6,Expensive,32.2,52.33,12,"Watauga County, NC",1040,720,845,1040,1320,1631,3718999999
37191,Wayne County,North Carolina,117606,2023,54667,22618,31580,41.37,57.77,Republican,162700,94.4,Moderate,37.4,62.49,12,"Goldsboro, NC MSA",918,693,697,918,1148,1564,3719199999
37193,Wilkes County,North Carolina,65983,2023,36240,7194,28812,19.85,79.5,Republican,161400,93.7,Moderate,45.3,58.33,12,"Wilkes County, NC",771,635,662,771,1033,1152,3719399999
37195,Wilson County,North Carolina,78648,2023,39978,19909,19750,49.8,49.4,Democrat,171800,99.7,Moderate,40.7,62.39,12,"Wilson County, NC",829,554,669,829,1045,1119,3719599999
37197,Yadkin County,North Carolina,37419,2023,20346,3739,16439,18.38,80.8,Republican,176400,102.4,Moderate,44.3,58.82,12,"Winston-Salem, NC HUD Metro FMR Area",969,774,805,969,1280,1486,3719799999
37199,Yancey County,North Carolina,18676,2023,11247,3635,7509,32.32,66.76,Republican,222300,129.0,Moderate,47.9,52.21,12,"Yancey County, NC",771,555,593,771,1055,1148,3719999999
38001,Adams County,North Dakota,2179,2023,1191,215,962,18.05,80.77,Republican,108300,62.9,Affordable,50,63.27,12,"Adams County, ND",826,639,643,826,1174,1370,3800199999
38003,Barnes County,North Dakota,10794,2023,5294,1661,3531,31.38,66.7,Republican,168100,97.6,Moderate,42.9,64.75,12,"Barnes County, ND",857,647,651,857,1043,1297,3800399999
38005,Benson County,North Dakota,5861,2023,1994,795,1163,39.87,58.32,Republican,83100,48.2,Very Affordable,32.4,65.33,12,"Benson County, ND",826,715,731,826,1060,1407,3800599999
38007,Billings County,North Dakota,948,2023,644,93,543,14.44,84.32,Republican,322500,187.2,Expensive,44.7,62.39,12,"Billings County, ND",857,663,667,857,1218,1422,3800799999
38009,Bottineau County,North Dakota,6390,2023,3422,735,2628,21.48,76.8,Republican,190900,110.8,Moderate,43.8,64.68,12,"Bottineau County, ND",826,623,628,826,1005,1370,3800999999
38011,Bowman County,North Dakota,2935,2023,1611,207,1384,12.85,85.91,Republican,176400,102.4,Moderate,42.7,64.70,12,"Bowman County, ND",826,639,643,826,1174,1211,3801199999
38013,Burke County,North Dakota,2163,2023,1051,130,909,12.37,86.49,Republican,141900,82.4,Moderate,41.1,68.46,12,"Burke County, ND",826,623,628,826,1005,1370,3801399999
38015,Burleigh County,North Dakota,98986,2023,51764,14215,36595,27.46,70.7,Republican,314700,182.6,Expensive,38,66.25,12,"Bismarck, ND MSA",928,719,814,928,1319,1580,3801599999
38017,Cass County,North Dakota,189286,2023,89842,40304,47873,44.86,53.29,Republican,284700,165.2,Expensive,32.9,64.90,12,"Fargo, ND-MN MSA",911,634,749,911,1295,1552,3801799999
38019,Cavalier County,North Dakota,3663,2023,1977,491,1461,24.84,73.9,Republican,122300,71.0,Affordable,47.1,67.31,12,"Cavalier County, ND",826,639,643,826,1174,1370,3801999999
38021,Dickey County,North Dakota,4959,2023,2435,557,1829,22.87,75.11,Republican,167100,97.0,Moderate,38.6,60.99,12,"Dickey County, ND",826,623,628,826,1005,1407,3802199999
38023,Divide County,North Dakota,2174,2023,1194,253,914,21.19,76.55,Republican,173100,100.5,Moderate,47.3,62.18,12,"Divide County, ND",1267,980,986,1267,1801,2102,3802399999
38025,Dunn County,North Dakota,4043,2023,2231,332,1877,14.88,84.13,Republican,244000,141.6,Moderate,40.8,63.21,12,"Dunn County, ND",1174,908,914,1174,1429,1947,3802599999
38027,Eddy County,North Dakota,2319,2023,1201,316,862,26.31,71.77,Republican,115500,67.0,Affordable,48.7,65.04,12,"Eddy County, ND",826,623,628,826,1005,1370,3802799999
38029,Emmons County,North Dakota,3269,2023,1923,205,1697,10.66,88.25,Republican,112400,65.2,Affordable,51.5,66.58,12,"Emmons County, ND",826,623,628,826,1166,1370,3802999999
38031,Foster County,North Dakota,3372,2023,1692,335,1326,19.8,78.37,Republican,162800,94.5,Moderate,43.3,64.39,12,"Foster County, ND",826,715,731,826,1162,1256,3803199999
38033,Golden Valley County,North Dakota,1679,2023,984,122,847,12.4,86.08,Republican,119200,69.2,Affordable,45.7,64.78,12,"Golden Valley County, ND",826,639,643,826,1005,1370,3803399999
38035,Grand Forks County,North Dakota,72764,2023,31089,12469,18123,40.11,58.29,Republican,244200,141.7,Moderate,30.6,66.51,12,"Grand Forks, ND-MN MSA",890,683,702,890,1265,1516,3803599999
38037,Grant County,North Dakota,2276,2023,1304,205,1076,15.72,82.52,Republican,85800,49.8,Very Affordable,48.8,64.30,12,"Grant County, ND",826,631,636,826,1174,1370,3803799999
38039,Griggs County,North Dakota,2340,2023,1285,301,963,23.42,74.94,Republican,128200,74.4,Affordable,50.6,63.22,12,"Griggs County, ND",826,623,628,826,1121,1370,3803999999
38041,Hettinger County,North Dakota,2453,2023,1294,192,1089,14.84,84.16,Republican,110900,64.4,Affordable,42.6,65.03,12,"Hettinger County, ND",920,712,716,920,1137,1526,3804199999
38043,Kidder County,North Dakota,2374,2023,1391,238,1137,17.11,81.74,Republican,138500,80.4,Moderate,47.8,65.02,12,"Kidder County, ND",826,715,731,826,1174,1370,3804399999
38045,LaMoure County,North Dakota,4107,2023,2109,453,1614,21.48,76.53,Republican,118000,68.5,Affordable,46.7,61.32,12,"LaMoure County, ND",826,623,628,826,1174,1370,3804599999
38047,Logan County,North Dakota,1848,2023,1031,117,898,11.35,87.1,Republican,101800,59.1,Affordable,49.9,63.46,12,"Logan County, ND",857,663,667,857,1218,1422,3804799999
38049,McHenry County,North Dakota,5264,2023,2735,479,2223,17.51,81.28,Republican,143200,83.1,Moderate,43.4,66.30,12,North Dakota Non-Metro,840,649,704,840,1084,1258,3899999999
38051,McIntosh County,North Dakota,2512,2023,1381,229,1132,16.58,81.97,Republican,80300,46.6,Very Affordable,53.8,64.67,12,"McIntosh County, ND",826,715,731,826,1154,1159,3805199999
38053,McKenzie County,North Dakota,14280,2023,5483,809,4627,14.75,84.39,Republican,357300,207.4,Very Expensive,31.2,67.65,12,"McKenzie County, ND",1301,982,988,1301,1583,2150,3805399999
38055,McLean County,North Dakota,9807,2023,5398,1093,4231,20.25,78.38,Republican,233100,135.3,Moderate,47.4,63.36,12,"McLean County, ND",826,623,628,826,1151,1407,3805599999
38057,Mercer County,North Dakota,8341,2023,4530,672,3798,14.83,83.84,Republican,196200,113.9,Moderate,42.8,62.31,12,"Mercer County, ND",1005,694,798,1005,1223,1667,3805799999
38059,Morton County,North Dakota,33479,2023,16906,3748,12839,22.17,75.94,Republican,249600,144.9,Moderate,37.7,62.62,12,"Bismarck, ND MSA",928,719,814,928,1319,1580,3805999999
38061,Mountrail County,North Dakota,9567,2023,4060,1125,2877,27.71,70.86,Republican,222200,129.0,Moderate,35.1,64.27,12,"Mountrail County, ND",831,720,736,831,1167,1361,3806199999
38063,Nelson County,North Dakota,3015,2023,1755,580,1141,33.05,65.01,Republican,114500,66.5,Affordable,50.4,64.44,12,"Nelson County, ND",826,715,730,826,1174,1370,3806399999
38065,Oliver County,North Dakota,1821,2023,1084,156,909,14.39,83.86,Republican,217000,125.9,Moderate,46.1,63.93,12,"Bismarck, ND MSA",928,719,814,928,1319,1580,3806599999
38067,Pembina County,North Dakota,6787,2023,3088,704,2350,22.8,76.1,Republican,116600,67.7,Affordable,45.5,65.03,12,"Pembina County, ND",826,715,731,826,1174,1370,3806799999
38069,Pierce County,North Dakota,3961,2023,1955,439,1493,22.46,76.37,Republican,143400,83.2,Moderate,44.3,64.37,12,"Pierce County, ND",826,715,731,826,1005,1136,3806999999
38071,Ramsey County,North Dakota,11563,2023,5204,1513,3609,29.07,69.35,Republican,197400,114.6,Moderate,40.2,63.48,12,"Ramsey County, ND",826,676,680,826,1174,1278,3807199999
38073,Ransom County,North Dakota,5662,2023,2632,920,1661,34.95,63.11,Republican,174800,101.5,Moderate,41.1,60.60,12,"Ransom County, ND",826,552,628,826,1124,1370,3807399999
38075,Renville County,North Dakota,2277,2023,1203,179,993,14.88,82.54,Republican,163400,94.8,Moderate,42.5,65.08,12,"Renville County, ND",856,646,650,856,1042,1259,3807599999
38077,Richland County,North Dakota,16550,2023,8199,2473,5576,30.16,68.01,Republican,177600,103.1,Moderate,38,61.03,12,"Richland County, ND",826,623,628,826,1174,1214,3807799999
38079,Rolette County,North Dakota,12065,2023,4060,2567,1427,63.23,35.15,Democrat,93000,54.0,Affordable,32.1,64.37,12,"Rolette County, ND",826,623,628,826,1027,1370,3807999999
38081,Sargent County,North Dakota,3822,2023,2024,663,1325,32.76,65.46,Republican,149600,86.8,Moderate,44.1,63.92,12,"Sargent County, ND",826,644,648,826,1099,1139,3808199999
38083,Sheridan County,North Dakota,1327,2023,753,101,644,13.41,85.52,Republican,107700,62.5,Affordable,50.8,61.56,12,"Sheridan County, ND",857,663,667,857,1218,1422,3808399999
38085,Sioux County,North Dakota,3789,2023,950,654,285,68.84,30,Democrat,87400,50.7,Affordable,28.7,64.68,12,"Sioux County, ND",826,635,639,826,1005,1209,3808599999
38087,Slope County,North Dakota,795,2023,387,33,351,8.53,90.7,Republican,121300,70.4,Affordable,54.2,62.21,12,"Slope County, ND",857,663,667,857,1218,1422,3808799999
38089,Stark County,North Dakota,33116,2023,15017,2473,12323,16.47,82.06,Republican,260400,151.1,Expensive,34.5,65.10,12,"Stark County, ND",1001,867,881,1001,1423,1705,3808999999
38091,Steele County,North Dakota,1731,2023,1005,367,622,36.52,61.89,Republican,120400,69.9,Affordable,46.4,61.53,12,"Steele County, ND",826,639,643,826,1174,1370,3809199999
38093,Stutsman County,North Dakota,21525,2023,10073,2692,7185,26.72,71.33,Republican,200300,116.3,Moderate,40.6,41.78,12,"Stutsman County, ND",826,623,628,826,1174,1370,3809399999
38095,Towner County,North Dakota,2113,2023,1110,289,796,26.04,71.71,Republican,122800,71.3,Affordable,50.3,40.09,12,"Towner County, ND",826,639,643,826,1174,1370,3809599999
38097,Traill County,North Dakota,7980,2023,4080,1359,2650,33.31,64.95,Republican,193200,112.1,Moderate,40.7,41.67,12,"Traill County, ND",826,656,660,826,1174,1236,3809799999
38099,Walsh County,North Dakota,10488,2023,4456,1173,3186,26.32,71.5,Republican,125700,73.0,Affordable,43.8,40.97,12,"Walsh County, ND",826,646,650,826,1060,1380,3809999999
38101,Ward County,North Dakota,69232,2023,28326,7215,20635,25.47,72.85,Republican,259100,150.4,Expensive,33.3,41.70,12,"Ward County, ND",1005,685,763,1005,1428,1712,3810199999
38103,Wells County,North Dakota,3942,2023,2242,405,1815,18.06,80.95,Republican,106400,61.8,Affordable,47.9,40.40,12,"Wells County, ND",826,661,665,826,1174,1370,3810399999
38105,Williams County,North Dakota,39368,2023,15010,2276,12501,15.16,83.28,Republican,267800,155.4,Expensive,32.3,42.53,12,"Williams County, ND",1074,840,939,1074,1526,1782,3810599999
39001,Adams County,Ohio,27510,2023,12429,2098,10269,16.88,82.62,Republican,157500,91.4,Moderate,42.3,55.26,12,"Adams County, OH",794,587,603,794,999,1067,3900199999
39003,Allen County,Ohio,101685,2023,46361,12754,33201,27.51,71.61,Republican,158400,91.9,Moderate,39.7,47.77,12,"Lima, OH MSA",854,657,680,854,1086,1246,3900399999
39005,Ashland County,Ohio,52296,2023,26662,6544,19863,24.54,74.5,Republican,175900,102.1,Moderate,41.4,46.56,12,"Ashland County, OH",794,531,603,794,1010,1288,3900599999
39007,Ashtabula County,Ohio,97343,2023,43368,15345,27656,35.38,63.77,Republican,149600,86.8,Moderate,42.7,48.62,12,"Ashtabula County, OH",794,531,617,794,1021,1119,3900799999
39009,Athens County,Ohio,61573,2023,25726,14134,11369,54.94,44.19,Democrat,173800,100.9,Moderate,32.8,49.33,12,"Athens County, OH",926,779,792,926,1127,1303,3900999999
39011,Auglaize County,Ohio,46209,2023,25623,4442,20988,17.34,81.91,Republican,182000,105.6,Moderate,40.6,45.15,12,"Auglaize County, OH",794,641,645,794,1128,1310,3901199999
39013,Belmont County,Ohio,65982,2023,31032,8080,22758,26.04,73.34,Republican,143000,83.0,Moderate,44.1,43.85,12,"Wheeling, WV-OH MSA",827,563,647,827,1074,1227,3901399999
39015,Brown County,Ohio,43710,2023,21442,4069,17257,18.98,80.48,Republican,181100,105.1,Moderate,42.1,48.34,12,"Brown County, OH HUD Metro FMR Area",882,666,670,882,1104,1247,3901599999
39017,Butler County,Ohio,389910,2023,183142,66713,114831,36.43,62.7,Republican,243000,141.0,Moderate,37.1,47.02,12,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1093,731,839,1093,1464,1645,3901799999
39019,Carroll County,Ohio,26731,2023,13818,3071,10634,22.22,76.96,Republican,174500,101.3,Moderate,45.5,47.15,12,"Canton-Massillon, OH MSA",861,576,654,861,1086,1157,3901999999
39021,Champaign County,Ohio,38772,2023,20468,4944,15334,24.15,74.92,Republican,186300,108.1,Moderate,41.6,43.93,12,"Champaign County, OH",822,643,647,822,1128,1193,3902199999
39023,Clark County,Ohio,135445,2023,62835,21847,40403,34.77,64.3,Republican,155900,90.5,Moderate,41.2,49.42,12,"Springfield, OH MSA",909,609,691,909,1108,1221,3902399999
39025,Clermont County,Ohio,209862,2023,114115,36130,76964,31.66,67.44,Republican,245600,142.5,Moderate,40.8,44.88,12,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1093,731,839,1093,1464,1645,3902599999
39027,Clinton County,Ohio,42014,2023,20779,4633,15984,22.3,76.92,Republican,192800,111.9,Moderate,41,49.06,12,"Clinton County, OH",837,618,684,837,1092,1288,3902799999
39029,Columbiana County,Ohio,101203,2023,48046,12064,35607,25.11,74.11,Republican,139100,80.7,Moderate,44.7,44.16,12,"Columbiana County, OH",794,531,662,794,1048,1116,3902999999
39031,Coshocton County,Ohio,36679,2023,16333,3835,12362,23.48,75.69,Republican,142300,82.6,Moderate,41,44.91,12,"Coshocton County, OH",794,587,637,794,1098,1214,3903199999
39033,Crawford County,Ohio,41767,2023,20241,4683,15402,23.14,76.09,Republican,123600,71.7,Affordable,43.3,46.71,12,"Crawford County, OH",794,541,655,794,1033,1067,3903399999
39035,Cuyahoga County,Ohio,1249418,2023,575890,376384,195164,65.36,33.89,Democrat,183200,106.3,Moderate,40.5,47.45,12,"Cleveland-Elyria, OH MSA",998,719,820,998,1296,1369,3903599999
39037,Darke County,Ohio,51655,2023,27000,4583,22234,16.97,82.35,Republican,169100,98.1,Moderate,42,43.43,12,"Darke County, OH",794,587,682,794,1084,1137,3903799999
39039,Defiance County,Ohio,38258,2023,19153,5667,13302,29.59,69.45,Republican,150900,87.6,Moderate,40.8,44.77,12,"Defiance County, OH",831,626,631,831,1117,1180,3903999999
39041,Delaware County,Ohio,221160,2023,133357,61657,70448,46.23,52.83,Republican,419500,243.5,Very Expensive,39.9,46.36,12,"Columbus, OH HUD Metro FMR Area",1163,842,941,1163,1426,1577,3904199999
39043,Erie County,Ohio,74938,2023,39737,16871,22493,42.46,56.6,Republican,183900,106.7,Moderate,45.2,48.35,12,"Erie County, OH",912,726,731,912,1110,1375,3904399999
39045,Fairfield County,Ohio,161289,2023,84431,31695,51999,37.54,61.59,Republican,272200,158.0,Expensive,39.5,44.16,12,"Columbus, OH HUD Metro FMR Area",1163,842,941,1163,1426,1577,3904599999
39047,Fayette County,Ohio,28880,2023,12571,2773,9706,22.06,77.21,Republican,162200,94.1,Moderate,40.8,48.36,12,"Fayette County, OH",807,566,655,807,1026,1144,3904799999
39049,Franklin County,Ohio,1321635,2023,597530,380518,210830,63.68,35.28,Democrat,265700,154.2,Expensive,34.7,44.99,12,"Columbus, OH HUD Metro FMR Area",1163,842,941,1163,1426,1577,3904999999
39051,Fulton County,Ohio,42434,2023,22452,6374,15893,28.39,70.79,Republican,176000,102.1,Moderate,41.6,45.00,12,"Toledo, OH HUD Metro FMR Area",906,637,698,906,1218,1310,3905199999
39053,Gallia County,Ohio,29162,2023,13000,2592,10314,19.94,79.34,Republican,135000,78.4,Moderate,41.3,49.24,12,"Gallia County, OH",794,587,680,794,966,1155,3905399999
39055,Geauga County,Ohio,95479,2023,54886,20604,33844,37.54,61.66,Republican,305100,177.1,Expensive,45,47.86,12,"Cleveland-Elyria, OH MSA",998,719,820,998,1296,1369,3905599999
39057,Greene County,Ohio,168531,2023,90031,35575,53399,39.51,59.31,Republican,238000,138.1,Moderate,38.7,44.69,12,"Dayton-Kettering, OH MSA",969,684,757,969,1271,1385,3905799999
39059,Guernsey County,Ohio,38283,2023,17594,4154,13314,23.61,75.67,Republican,154100,89.4,Moderate,42.7,45.89,12,"Guernsey County, OH",854,571,649,854,1069,1301,3905999999
39061,Hamilton County,Ohio,827878,2023,409753,233360,172365,56.95,42.07,Democrat,225700,131.0,Moderate,36.9,47.23,12,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1093,731,839,1093,1464,1645,3906199999
